rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
102,"spotify:track:3znSvEwBq09We4cxxmwlZM","Clipse, Kendrick Lamar, Pusha T, Malice","Chains & Whips","Roc Nation Distribution",102,-1,1,"130369"
103,"spotify:track:3g7SYOzFrBTapRWnsfuZso","Lekompo Music, Kharishma, DJ Anjelo, Buddy Sax, Sannere","Dumelang - Radio Edit","Lekompo Music",61,88,6,"130330"
104,"spotify:track:0mWGOFgQrFAP8ECvOsYU6m","Janesh, KayCherlow, Hitboss SA","Happiness Makompong","Janesh",104,-1,1,"129812"
105,"spotify:track:59mjyEPTKjs2D8zHvmqfa8","Kharishma, Buddy Sax, King Salah","Fly High Lekompo","Kharishma Entertainment",37,80,11,"129101"
106,"spotify:track:5hJFhO9dvhJoDvUZZ9iWSw","Miguel","Adorn","ByStorm Entertainment/RCA Records",33,103,148,"128594"
107,"spotify:track:4Om6zFeaZy44UT5sLWfk1U","DJ Janisto, Kharishma, Mack eaze","""Heal'lang""(folang)","4058680 Records DK",55,86,40,"127886"
108,"spotify:track:4W3MwKBMXduOwKSF75vZTV","BLACKMYTH, Blissbouy, Una Rams","Shayla","Xigaza Xa Ma2K",63,71,6,"127270"
109,"spotify:track:5sBDrrtLGbV64QJnEqfjer","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","What It Sounds Like","K-Pop Demon Hunters",109,122,3,"126955"
110,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",12,98,136,"126914"
111,"spotify:track:2Oe52Ggx8lxxI55azZbr5h","Kabza De Small, Mthunzi, MaWhoo","Amazwe (feat. Mawhoo)","Piano Hub",9,96,90,"126876"
112,"spotify:track:4WX7Q0mY4YL5Bz8sWVRuHH","Naledi Aphiwe, Blxckie, LilyFaith","Waiting For You","Naledi Aphiwe",30,101,6,"126262"
113,"spotify:track:1rQEgtQNsj63xIUzEmKbML","Travis Scott","DUMBO","Cactus Jack / Epic",113,-1,1,"125319"
114,"spotify:track:18wmUghxdWxTgFsW4leZnt","GIVĒON","I CAN TELL","Epic/Not So Fast",114,-1,1,"124842"
115,"spotify:track:0cnbEf12FLBWx9QnBlw1EL","Dlala Thukzin, Funky Qla, Zee Nxumalo, MK Productions","Ama Gear","Dlala Records (PTY) Ltd",5,79,54,"124735"
116,"spotify:track:0bxPRWprUVpQK0UFcddkrA","Kehlani","Folded","TSNMI / Atlantic",116,158,5,"124294"
117,"spotify:track:2yWlGEgEfPot0lv3OAjuG3","Tate McRae, F1 The Album","Just Keep Watching (From F1® The Movie)","Atlantic Records",113,113,5,"123791"
118,"spotify:track:5ig0RnKG54l8pB6x6PSzDL","Sfarzo Rtee, De Rose","Hello","Sfarzo Rtee Music (pty) LTD",102,102,16,"123761"
119,"spotify:track:59nOXPmaKlBfGMDeOVGrIK","Future, Drake, Tems","WAIT FOR U (feat. Drake & Tems)","Epic/Freebandz",1,111,165,"123234"
120,"spotify:track:2Fa9AiNbQP03tZoTbUBmht","Kaycherlow NLL, Shebeshxt, Dr Skaro, Cliff potential, Vida Soul, Naqua SA","Dear Mama","Kaycherlowfam",50,62,13,"123163"
121,"spotify:track:3c6afiysmB7OnxQzzSqRfD","Tamia","So Into You","Rhino/Warner Records",63,131,108,"120907"
122,"spotify:track:4zZxynw8cwhCRlDl9pay2f","Khathapillar, Sol Phenduka, Smash SA, Kamoh Xaba","Diqabang","Unity Music Africa",2,123,54,"120741"
123,"spotify:track:71kUrvyFct6vdGHqobRle8","Kharishma, Ba bethe Gashoazen","Thintha di phese","4397321 Records DK",47,130,35,"119370"
124,"spotify:track:43zdsphuZLzwA9k4DJhU0I","Billie Eilish","when the party's over","Darkroom/Interscope Records",11,117,216,"118206"
125,"spotify:track:7JbLSEDlRdoJaXk5ddZae2","Mthandeni SK, Lwah Ndlunkulu","Paris","Mthandeni Music Production",4,105,101,"117905"
126,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""","Black Panther (TDE/DMG) PS",4,109,123,"117848"
127,"spotify:track:33pRs7b2nBdqG7mCOHQuqh","Nduduzo Matse","Bayazibuza","Indumezulu Music",117,143,24,"117721"
128,"spotify:track:1rtMuIY76v879DN8kW1fhf","Kelvin Momo, Babalwa M, Sfarzo Rtee","Sukakude (feat. Sfarzo Rtee)","Kelvin Momo Productions",7,124,136,"117592"
129,"spotify:track:26VYtptkgNFxrs7SGaQBhv","UNLIMITED SOUL, GiftLunga","Your Body","Limitless Rekords",100,112,7,"117130"
130,"spotify:track:7nvgkC241e8HViZvP12x9H","UNjoko, UMzukulu","Umamemeza","3490297 Records DK",105,134,13,"117095"
131,"spotify:track:1Cbl3Yq8rHo7hhDQmLQagU","Tyla","PUSH 2 START","FAX Records/Epic",19,180,40,"116318"
132,"spotify:track:0Yn17keRIfE92ybjvCAajo","De Mthuda, Zawadi Yamungu, Sipho Magudulela","Gijima","Universal Music (Pty) Ltd.",18,104,11,"116034"
133,"spotify:track:6LxSe8YmdPxy095Ux6znaQ","Drake","Headlines","Cash Money Records/Young Money Ent./Universal Rec.",133,189,5,"115350"
134,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",7,107,339,"115000"
135,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",24,128,80,"114266"
136,"spotify:track:7jF5V0KISfBLyVO5eF4D1w","GIVĒON","STRANGERS","Epic/Not So Fast",136,-1,1,"114148"
137,"spotify:track:4eLFAxZWiV4Mfp8mpzdrdT","Mlindo The Vocalist","Emakhaya","Sound African Recordings",70,120,50,"114072"
138,"spotify:track:0BWJp4pLRHFVKJmDEIlrVn","GIVĒON","MUD","Epic/Not So Fast",138,-1,1,"112946"
139,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",17,129,39,"112402"
140,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",13,132,237,"112212"
141,"spotify:track:4AUVtLD85OUgUROBzsCP2e","GIVĒON","RATHER BE","Epic/Not So Fast",141,-1,1,"111739"
142,"spotify:track:7MD8gswt08VhFwVF1PR8Mg","Mr Pilato, Ego Slimflow, Tebogo G Mashego, Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma, CowBoii","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","New Money Gang Records",1,121,36,"111706"
143,"spotify:track:1F3J7D5byxTWbEyhpizptk","TNK MusiQ, DJ Maphorisa, Seun1401, Scotts Maphuma, Kabelo Sings","Uyaphapha Marn (feat. Scotts Maphuma & Kabelo Sings)","New Money Gang Records",3,119,24,"110822"
144,"spotify:track:3y6g1WziaR9NqZ47yqQ2vD","SUPTA, Thalitha, Bongane Sax","KUZOLUNGA","SUPTA",84,169,24,"110815"
145,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",2,138,173,"110014"
146,"spotify:track:0ag96Dl1fseaoQ4Nds3CNf","Kharishma, DJ Angelo, Buddy Sax, Mack Eaze","Bamo Rekishitse","Kharishma Entertainment",59,150,10,"109931"
147,"spotify:track:43PuMrRfbyyuz4QpZ3oAwN","Bryson Tiller","Exchange","TrapSoul/RCA Records",28,141,180,"109780"
148,"spotify:track:1vbe9sh7U9vdMceAhitWr2","New Edition","Can You Stand The Rain","Geffen*",70,135,69,"109694"
149,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","Play It Again Sam",46,153,112,"109604"
150,"spotify:track:5Dsuz6UsZyoWM3HOaRgQeC","Lloyiso","Seasons","Universal Music (Pty) Ltd.",62,144,172,"109132"
151,"spotify:track:2uIX8YMNjGMD7441kqyyNU","Billie Eilish","ocean eyes","Darkroom",83,146,166,"108866"
152,"spotify:track:3fD3CRxrTurrH3W4nJEt26","Kelvin Momo, Raspy, Babalwa M","Ndonwabile (feat. Raspy & Babalwa M)","Kelvin Momo Productions",11,114,7,"108645"
153,"spotify:track:2u9S9JJ6hTZS3Vf22HOZKg","Drake","NOKIA","OVO Sound",20,139,22,"108105"
154,"spotify:track:7129iqBafaphfc3WPCGC0L","Lukas Graham","7 Years","Warner Records",154,186,7,"107917"
155,"spotify:track:0dI8174H04ATp4iEw0WkrT","2Point1, BelloM, EPIC DJ, DJ Seneath, X-Morizo","Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo)","2Point1 Music",5,126,44,"107782"
156,"spotify:track:4zhmUyXRnEPNysQZCKIRKt","Tamia","Still","Elektra Records",125,178,22,"107509"
157,"spotify:track:0MHStU0muAIEMbwdnebYu2","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Takedown","K-Pop Demon Hunters",157,184,2,"107450"
158,"spotify:track:6J4LFWCnqbgLekfki6dyzk","Makhadzi Entertainment, Mr Diego","Kota To (feat. Mr Diego)","Makhadzi Entertainment",45,118,5,"107183"
159,"spotify:track:4fxwbUSI6jF4XdnvCUVG97","Elaine","You're the One","Columbia",12,148,164,"106935"
160,"spotify:track:6Kijtp0DB6VwcoJIw7PJ9W","Kabza De Small, Mthunzi, DJ Maphorisa, Young Stunna, Sizwe Alakine, Umthakathi Kush","Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)","Piano Hub",1,145,89,"106919"
161,"spotify:track:4nJHivkhOoy65ZQf98bi71","Umlazi Gospel Choir","Lalela I'ndaba (Bafungile)","Ziiki Media",48,147,13,"106604"
162,"spotify:track:5cXQqSOPLb1ZYLBaRcR2LP","Mawelele, Kwesta","All My Life","ONE FIFTY EMPIRE /gamma.",4,151,46,"106513"
163,"spotify:track:05lM7Ep8UESoe3LV5yrew5","Lloyiso","Dream About You","Ambitiouz Entertainment",54,159,143,"106479"
164,"spotify:track:6Gp3pYkydEOkl8EHHJxa9s","Travis Scott, Sheck Wes, Don Toliver","2000 EXCURSION","Cactus Jack / Epic",164,-1,1,"106277"
165,"spotify:track:26N5kAVhlqFOWAkuMQ5Kwe","Travis Scott, Playboi Carti, Future","WHERE WAS YOU","Cactus Jack / Epic",165,-1,1,"105524"
166,"spotify:track:2uP6t2J5MEwhr9rDkAAzwh","Daniel Caesar, Kali Uchis","Get You (feat. Kali Uchis)","HV Recordings",89,171,103,"105347"
