rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
100,"spotify:track:6n6J0mZb0ltWlt2AqobHVd","Kizz Daniel","Black Girl Magic","FlyBoy INC / EMPIRE",12,79,7,"306034"
101,"spotify:track:1oFabnkoJ01ksmSmyjELDl","Tml Vibez, Seyi Vibez","Where I’m from","Dvpper Digital",14,93,55,"303784"
102,"spotify:track:5ycsqezujKrwviU3VFhci1","Asake","Terminator","YBNL Nation / EMPIRE",1,87,152,"302565"
103,"spotify:track:3MldGIMtPcupNBI4Dnxolr","Hyce, BoyPee, Brown Joel","Constantly","Azuri",7,82,46,"302099"
104,"spotify:track:06ANwmMgiOcgBtaxFiPuKk","Zerrydl","My Amigo","PLUTOMANIA RECORDS",23,60,5,"299172"
105,"spotify:track:78lEwmE6xpWtwHhS8D9Fw2","Mavo, WAVE$TAR","Escaladizzy","Inner Circle Entertainment Ltd.",40,85,6,"294850"
106,"spotify:track:4xVj25uTjTZCaHbSFbYwAE","Poco Lee, Shoday, Rahman Jago","Hey Jago","Poco Lee",9,90,17,"294349"
107,"spotify:track:6L3uYiIWs6qO1guAz9CB1C","Famous Pluto","Runs Am","PLUTOMANIA RECORDS",33,73,4,"291804"
108,"spotify:track:7vKXc90NT5WBm3UTT4iTVG","Davido, FAVE","KANTE (feat. Fave)","Columbia",5,99,121,"291096"
109,"spotify:track:46oyXrPbCSbk0TLJ1f7w6K","Seyi Vibez","Different Pattern","Dvpper Digital",1,95,84,"283947"
110,"spotify:track:6Xf8PfUrnPoosRiAbNGnur","Llona","Can't Breathe","Encore Recordings",19,122,51,"280015"
111,"spotify:track:4KZMoDuxwSYP63bhbnMqe3","Young Jonn","Stronger","Chocolate City Music",3,102,59,"279563"
112,"spotify:track:4kdLYxqvPduwC5oAdXhMLh","Seyi Vibez","Karma","Vibez Inc / Dvpper Music",34,104,108,"279074"
113,"spotify:track:731NDNG7VQOA2KBnS43jqr","BNXN","PRAY","T.Y.E. / EMPIRE",3,80,115,"276308"
114,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",47,96,16,"276076"
115,"spotify:track:3EfMWIEGQB24dQv5x4Hwvx","ODUMODUBLVCK, Cruel Santino, Bella Shmurda","DOG EAT DOG II (feat. Cruel Santino and Bella Shmurda)","Native Sounds/Def Jam PS",5,103,112,"267888"
116,"spotify:track:5ZtK8XAVnoaGdBXZWCEVCY","Asake","Lonely At The Top","YBNL Nation / EMPIRE",1,112,109,"267328"
117,"spotify:track:6iHVLqSeDVj70pcVULZzGj","Seyi Vibez","Cana","Dvpper Digital",3,119,84,"266036"
118,"spotify:track:0YeUYYOh25Cn57DKTC8uS4","BNXN, Kizz Daniel, Seyi Vibez","GWAGWALADA","T.Y.E. / EMPIRE",2,108,127,"261424"
119,"spotify:track:2qdwZPTNCHb8DXfQin53WK","Zerrydl","Back to Back","Dvpper Digital",4,92,44,"258806"
120,"spotify:track:7fA7mrYaXVDVVGCAV65NRN","Burna Boy","Higher","Spaceship/ Bad Habit/Atlantic Records",1,129,55,"256708"
121,"spotify:track:0ectw8g5yRkC7GNsh6gP4h","Omah Lay","reason","KeyQaad/Sire Records",1,120,110,"253866"
122,"spotify:track:6ovxhOjCU6SzPLtfNnzVQk","Shoday, Ayo Maff","Casablanca (feat. Ayo Maff)","5K Records Limited",7,107,38,"250811"
123,"spotify:track:3bdntVS2dHPTPitwms9gLK","Black Sherif","Sacrifice","Blacko Management / EMPIRE",46,105,15,"250775"
124,"spotify:track:4i3wDQa5VBDPUiREGaS44Z","T.I BLAZE","Beamer","Dvpper Digital",21,109,34,"249543"
125,"spotify:track:6VX4hVDmDMfClxp6EwDNQP","Ayra Starr, Seyi Vibez","Bad Vibes (feat. Seyi Vibez)","Mavin Global Holdings Ltd.",2,117,62,"245023"
126,"spotify:track:2AUR0Qww2pX8GGK5Ej8dBc","Ayo Maff","Beginning","OCEANSTREET CREATIVE LTD / EMPIRE",60,113,3,"244301"
127,"spotify:track:35MU2MEhQMw0NhXZztAP9m","ODUMODUBLVCK, Bloody Civilian, Wale","BLOOD ON THE DANCE FLOOR (feat. Bloody Civilian and Wale)","Native Sounds/Def Jam PS",1,118,93,"243363"
128,"spotify:track:0CUJV0Hh512Ns7U2yGflqt","Asake","Ototo","YBNL Nation / EMPIRE",7,111,148,"243146"
129,"spotify:track:52Krs3LCqtcfeiWUvhxncK","Ruger, BNXN","POE","Blown Boy Ent. / T.Y.E / EMPIRE",2,110,67,"242973"
130,"spotify:track:5EYUc3dFDqstN3WU1EJlwV","Simi, Kizz Daniel","Day By Day (feat. Kizz Daniel)","Studio Brat LLC",55,98,6,"240433"
131,"spotify:track:4kQlvea7CbFtYSiy9t3ykj","Sound Of Salem, Pst. Oche Ogebe","Promise Keeper","Sounds of salem",49,115,16,"237041"
132,"spotify:track:57GsLpRtEtrzcPGPop20rS","Drake","What Did I Miss?","OVO/Republic",106,106,2,"234106"
133,"spotify:track:1YsGGtMNVuyvlq2enrwL35","Llona","Comforter","Encore Recordings",42,158,50,"227465"
134,"spotify:track:1n3JvneU8FhfldfTQ8BdZs","Asake","2:30","YBNL Nation / EMPIRE",1,128,102,"226259"
135,"spotify:track:57DarSfRMIVRCeDBGW0l5S","Burna Boy","Last Last","Spaceship/ Bad Habit/Atlantic Records",1,172,145,"225781"
136,"spotify:track:6tngr9d0NvgO8lERHM2wUu","FOLA","bye bye","Dangbana Republik Records / EMPIRE",88,121,13,"222947"
137,"spotify:track:1jloWdvMh9nwHUu3mag8CL","Runtown","Mad Over You","Ercimany",95,137,9,"221359"
138,"spotify:track:7Ijsqi4y74qZB04PaxnYBq","Wizkid, Brent Faiyaz","Piece of My Heart (feat. Brent Faiyaz)","Starboy/RCA Records",1,141,40,"219615"
139,"spotify:track:3yKgOMlm0LFpm9T2AhGWJJ","Central Cee, Sexyy Red","GUILT TRIPPIN (feat. Sexyy Red)","Columbia",70,100,4,"218473"
140,"spotify:track:1wQzfGryAzTNKSeDyBcP1z","Victony","Glory","Encore Recordings",67,101,4,"218223"
141,"spotify:track:4vpx4cL7IRedZul0j0bL2c","Gunna, Roddy Ricch","let it breathe (feat. Roddy Ricch)","300 Entertainment",76,125,62,"213916"
142,"spotify:track:6OhEAnxF6FzPoUU3KxH44F","Seyi Vibez","Man of The Year","Vibez Inc / Dvpper Music",7,133,108,"213455"
143,"spotify:track:1FWqWaH781R6T32agyhpFQ","Davido","Be There Still","Columbia",1,130,18,"213245"
144,"spotify:track:6G3AaNAmGDOWCJOLaE0pd5","Paraboy Nephi","If","Independent",82,200,3,"211718"
145,"spotify:track:0mhIj5QQG82PYM59oT8rtl","Lasmid, Tml Vibez","dlvr","Dvpper Digital",145,157,2,"211399"
146,"spotify:track:6JWWPQY2pxzIXt4lKqHSvh","Sunmisola Agbebi","B'Ola (Honour)","Sunmisola Agbebi",96,138,88,"209818"
147,"spotify:track:7IbsxxISy0r2wLxkstEmue","Strei","Imagine","Ktizowrld Recordings",140,140,2,"208807"
148,"spotify:track:6CSbf15NZhlB39CAjDU16b","Black Sherif, Fireboy DML","So it Goes","Blacko Management / EMPIRE",31,134,24,"208682"
149,"spotify:track:0zVk3uuV9UhxAt48F3OL12","Omah Lay","Holy Ghost","KeyQaad/Sire Records",1,168,81,"207357"
150,"spotify:track:59nOXPmaKlBfGMDeOVGrIK","Future, Drake, Tems","WAIT FOR U (feat. Drake & Tems)","Epic/Freebandz",5,132,165,"206902"
151,"spotify:track:3z4CGd63tpUn9a6oQSG0CI","Dave, Burna Boy","Location (feat. Burna Boy)","Neighbourhood",48,179,176,"206410"
152,"spotify:track:24futxi7j75kgGXiumTEn2","Burna Boy, F1 The Album","Don't Let Me Drown - From F1® The Movie","Atlantic Records",48,97,3,"205217"
153,"spotify:track:3fGdbjANHhuAhNo0f4POgw","Wizkid, Anaïs Cardot","Slow (feat. Anaïs Cardot)","Starboy/RCA Records",11,147,34,"204710"
154,"spotify:track:2P8GdpevIzNxDQWRtGgmYq","T.I BLAZE","Try","Dvpper Music",33,153,87,"204104"
155,"spotify:track:5eqL1GhJ2JGP7OOwzUgo3G","Sound Of Salem, Lawrence Oyor, Moses Akoh","We will be many","Sounds of salem",17,135,23,"203464"
156,"spotify:track:6erurkBpnedevTPib23gid","Davido, YG Marley","Awuke","Columbia",1,136,38,"202622"
157,"spotify:track:20343pokdYcX08GtQQfaqX","Omah Lay","soso","KeyQaad/Sire Records",1,139,154,"200516"
158,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",128,143,143,"194152"
159,"spotify:track:0pqHcWFKFK4bf7sGan90P0","Omah Lay","understand","KeyQaad/Sire Records",20,149,125,"193560"
160,"spotify:track:3tEzyNbV0BS9AS0HRSsy3Q","Shallipopi","High Tension","Dvpper Digital",2,161,64,"192719"
161,"spotify:track:37PVItglTwpHi9nq0ftOjg","FOLA, BhadBoi OML","alone (feat. BhadBoi OML)","Dangbana Republik",15,186,38,"192049"
162,"spotify:track:0int0g8dikLn0uhd1b1iZu","Mohbad","Feel Good","Marlian Music",7,-1,105,"191282"
163,"spotify:track:69gm9Ea1EeVsFEiBwVslGa","Zinoleesky","Most Wanted","Marlian Music",10,142,15,"191076"
164,"spotify:track:0aJa1qkgXRI4CrrRsTekTG","Mohbad","Blessing","Imolenization",20,187,12,"190042"
165,"spotify:track:7nomKLY56JGEOE0N3V1yGs","Chike, Mohbad","Egwu","Brothers Records, under exclusive license to ONErpm",1,156,79,"189431"
166,"spotify:track:0UJMgRVNBrnMmAeZ8p1iMc","Young Jonn","Aquafina","Chocolate City Music",5,175,116,"188938"
167,"spotify:track:6EtiudQ17HCJ0gLgrCo9Xi","Niphkeys, Ayo Maff","Imagine","Soundhub Entertainment Ltd / EMPIRE",69,144,15,"188825"
168,"spotify:track:1cjBIAdFHORqu2HcGzNpje","Famous Pluto","Gbese","PLUTOMANIA RECORDS",62,114,4,"187909"
169,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",2,176,92,"187568"
170,"spotify:track:2YNLzBRGyCAzHEGPO3J2Sb","Omah Lay","Moving","KeyQaad/Sire Records",6,-1,45,"187487"
171,"spotify:track:2qWwuCVeMjF9mUT0S5Iqvl","Fireboy DML, Asake","Bandana","YBNL Nation / EMPIRE",1,146,156,"187147"
172,"spotify:track:0ZPFc1cqwKuM8KG64AKm8H","Kizz Daniel, Angelique Kidjo, Johnny Drille","Police","FlyBoy INC / EMPIRE",30,131,14,"187039"
173,"spotify:track:4XeskUroaTIAkwJ9zR5mrt","Monaky","The Suitor","TKM Entertainment",102,181,45,"186209"
174,"spotify:track:4k4pdUWX8632g7yByxC3rS","Asake, Burna Boy","Sungba (feat. Burna Boy) - Remix","YBNL Nation / EMPIRE",2,-1,67,"185837"
175,"spotify:track:4gNOP9BGhyl2apkm8Xy7Eg","Wizard Chan, ODUMODUBLVCK","FLAKO","Masqueraid Ink",35,152,18,"184494"
176,"spotify:track:7ySC0IjVS1PMEdsZOvsUK2","Rema","OZEBA","Mavin Global Holdings Ltd",1,194,54,"184360"
177,"spotify:track:1JY0oHjgGulg9YULxx8KW7","Ruger","Bounce","Promised Land Recordings",45,-1,66,"184289"
178,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",130,160,62,"183128"
179,"spotify:track:4GXW3Ne1jzdORKHvHjK31V","Ayra Starr","Commas","Mavin Global Holdings Ltd.",1,190,68,"182556"
180,"spotify:track:1aQZLDDr7jzMNbU4pzv92M","Amb. Sis. Chinyere Udoma","Eze Abata","CGVM",101,154,10,"181781"
181,"spotify:track:1AU9i0OPKywwrrpKJpV5ZG","TitoM, Yuppe, Burna Boy, S.N.E","Tshwala Bam (feat. S.N.E)","Boundary Entertainment",1,-1,44,"180569"
182,"spotify:track:2RCf3uUVix6XzRU0Z8quJs","Runtown","For Life","Soundgod Music",111,164,17,"180077"
183,"spotify:track:6IEYlownuHoYdpMikoyj58","Asake","Mentally","YBNL Nation / EMPIRE",10,173,47,"178327"
184,"spotify:track:1eDI5oU04SLsXl0TfxfwYf","Tems","Love Me JeJe","RCA Records/Since 93'",4,-1,42,"177547"
185,"spotify:track:1FZuvcRdERs7U3M4W2UX5Q","Zinoleesky, Naira Marley","Abanikanda","Marlian Music",6,162,46,"176862"
186,"spotify:track:0mxvkw5NNGXugvh5qVORjx","Lawrence Oyor","Favour","Davidic Minstrels",6,170,27,"176521"
187,"spotify:track:545jkQB7wIQkFHqVVHJ8dh","Chris effect","Nollypiano","Heatwave Records",167,167,3,"176280"
188,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",188,189,2,"175670"
