rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
49,"spotify:track:72zHuDxFQTjbL51qJQSA7j","Jasleen Royal, B Praak, Romy","Ranjha (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",1,44,206,"2297774"
50,"spotify:track:4wIWWEhbdgKAxhR68eE0Ye","Arijit Singh, Chinmayi","Mast Magan (From ""2 States"")","T-Series",43,52,230,"2277056"
51,"spotify:track:2ceeTJAzKy295Fm0VsaXtE","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","T-Series",10,46,75,"2274625"
52,"spotify:track:4d2jV5fmX6hbRwaRbY39dt","Karan Aujla, Jay Trak","Wavy","Karan Aujla Music",4,50,35,"2271961"
53,"spotify:track:5npFBWhVs3VVlc0nY5xQMA","Sachin-Jigar, Arijit Singh","Tainu Khabar Nahi - From ""Munjya""","Zee Music Company",17,53,57,"2249265"
54,"spotify:track:5JCDVLwteSXuwVqjCa7SwH","Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali","O Rangrez","Sony Music Entertainment India Pvt. Ltd.",47,47,37,"2207301"
55,"spotify:track:6H7fLdt0AeWpuxUKXuXWrx","Hariharan","Shree Hanuman Chalisa","T-Series",31,48,153,"2203831"
56,"spotify:track:5VvkNZesG4T86mUULEG5Wp","Sachet-Parampara, Sachet Tandon, Parampara Tandon, Kausar Munir","Maiyya","T-Series",19,56,32,"2194120"
57,"spotify:track:2HHmJ0oUtxDLXhn7uEDxYW","Pritam, Arijit Singh, Shashwat Singh, Qaisar-Ul-Jafri, Sandeep Shrivastava","Zamaana Lage","T-Series",26,28,7,"2183344"
58,"spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W","Anuv Jain","Baarishein","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",16,67,218,"2165504"
59,"spotify:track:5wqMM6wOwXmX4rc1C3lUkd","Karan Aujla, Signature By SB","Courtside","Karan Aujla Music",13,43,9,"2164882"
60,"spotify:track:0FBQ4NrrHUbR9kus7rzrOj","Atif Aslam","Dil Diyan Gallan","YRF Music",29,62,283,"2162157"
61,"spotify:track:3t3wsY5IdLVzB9WidegJSU","Atif Aslam, Shreya Ghoshal, Sachin-Jigar","Jeene Laga Hoon","Tips Industries Ltd",28,58,45,"2102498"
62,"spotify:track:4MU4Kfkd9EnkArK2ocQyqK","Arijit Singh, Harshdeep Kaur","Zaalima","Zee Music Company",58,61,108,"2093226"
63,"spotify:track:7AAap8D4C4pTyNoMkM9vjG","Shankar-Ehsaan-Loy, Diljit Dosanjh","Ishq Di Baajiyaan","Sony Music Entertainment India Pvt. Ltd.",63,70,47,"2092498"
64,"spotify:track:18YHbIhrleUkKKj2DvEp79","Pritam, KK","Zara Sa","Sony Music Entertainment India Pvt. Ltd.",33,77,124,"2092353"
65,"spotify:track:4Tkb7zsDmsawB7S5TpKQV1","Atif Aslam, Shiraz Uppal","Pehli Dafa","T-Series",50,65,89,"2085444"
66,"spotify:track:0SAZ4IHYMtjW4Lxrjm7NnG","Sohail Sen, Mudassar Aziz, Altamash Faridi","Aashiq Tera","Sony Music Entertainment India Pvt. Ltd.",23,54,19,"2066598"
67,"spotify:track:4BTPzhEsyW3blWcxcuhLM0","Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali","Mitwa","Sony Music Entertainment India Pvt. Ltd.",57,57,48,"2052676"
68,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",4,60,42,"2048311"
69,"spotify:track:32765xcLM1fd6wQIpkN9A0","Ami Mishra, Kunaal Vermaa","Hasi - Male Version","Sony Music Entertainment India Pvt. Ltd.",59,59,107,"2024546"
70,"spotify:track:6sF70gMVf9jg8QEogyVqBl","Kishore Kumar","Pal Pal Dil Ke Paas - From ""Blackmail""","Universal Music India Pvt Ltd.",69,69,4,"2014825"
71,"spotify:track:5KNuHsIeFtD0oukst77hBi","Roop Kumar Rathod","Maula Mere Maula","Saregama",71,73,39,"2011369"
72,"spotify:track:22ZIAjVRJTjYj5EwD0MjEJ","Masoom Sharma","2 Khatole (Lofi Mix)","Tuffan Music",17,64,16,"1993136"
73,"spotify:track:7eQl3Yqv35ioqUfveKHitE","Pritam, Mohit Chauhan, Irshad Kamil","Tum Se Hi","T-Series",12,78,278,"1992740"
74,"spotify:track:5OMUXgfXsSukZ0zxelpC3b","A.R. Rahman, Jaswinder Singh, Shiraz Uppal","Raanjhanaa (From ""Raanjhanaa"")","Sony Music Entertainment India Pvt. Ltd.",60,63,48,"1961516"
75,"spotify:track:4bIQXffbALkCC0Xo6aTicP","Shaarib Toshi, Toshi Sabri","Maahi","Sony Music Entertainment India Pvt. Ltd.",74,76,9,"1945386"
76,"spotify:track:4kaLkst9lT3sQ5Crgxs3ic","Ayushmann Khurrana, Rochak Kohli","Pani Da Rang - Male Vocals","Eros Now Music",68,95,58,"1926654"
77,"spotify:track:3tgdOveYac7YMEAQD9sGLf","Vishal-Shekhar, Papon, Irshad Kamil","Bulleya","YRF Music",30,97,27,"1924853"
78,"spotify:track:1mQUEvGR7Sbt2OCz2gFrdx","Amitabh Bhattacharya, Sachin-Jigar, Pawan Singh, Simran Choudhary","Aayi Nai (From ""Stree 2"")","Saregama India Ltd",2,82,49,"1906501"
79,"spotify:track:2t1pEpxPz91KldW7C0FyZv","Anirudh Ravichander, Sublahshini, Asal Kolaar, Vishnu Edavan","Monica (From ""Coolie"") (Tamil)","Sun Pictures",79,-1,1,"1896040"
80,"spotify:track:3trnNo4KeaUlFuUiV7iRCj","Himesh Reshammiya, Arijit Singh","Tera Chehra","Sony Music Entertainment India Pvt. Ltd.",3,91,24,"1895109"
81,"spotify:track:48Ix6ReYdJf2H4mKb3TIpj","Atif Aslam, Alisha Chinai, Pritam","Tera Hone Laga Hoon","Tips Industries Ltd",30,88,218,"1863330"
82,"spotify:track:0M0ANKNzmM4Odd7FNKghzW","Mitraz","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","T-Series",2,124,77,"1859669"
83,"spotify:track:4O6mI0zZ6Jm1h8kuPRZU7U","Masoom Sharma","Ramayan Ka Saar","Masoom Sharma",71,71,5,"1855932"
84,"spotify:track:5vGiuYFSGekGLgbxhV1rD5","Atif Aslam, Pritam","Tu Jaane Na","Tips Industries Ltd",48,86,198,"1845660"
85,"spotify:track:7qiZfU4dY1lWllzX7mPBI3","Ed Sheeran","Shape of You","Atlantic Records UK",63,75,253,"1843207"
86,"spotify:track:5ZLkihi6DVsHwDL3B8ym1t","Shubh","One Love","SHUBH",3,80,100,"1841373"
87,"spotify:track:4MtsPGGUTIs4qFD8gOSJ3D","Masoom Sharma, Rahul Muana, Swara Verma, Ruba Khan","Chambal K Dakku","Bajewala Records",26,90,18,"1831027"
88,"spotify:track:1EjxJHY9A6LMOlvyZdwDly","Pritam, Neeraj Shridhar","Tum Mile","Sony Music Entertainment India Pvt. Ltd.",66,66,13,"1827447"
89,"spotify:track:5FXMRdJjKq1BIX4e8Eg9mK","Vishal-Shekhar, KK","Ajab Si","T-Series",19,79,184,"1821907"
90,"spotify:track:37AGZMVr5V8mEMcCmGHroZ","Kailash Kher, Paresh Kamath, Naresh Kamath","Saiyyan","Sony Music Entertainment India Pvt. Ltd.",71,105,81,"1819518"
91,"spotify:track:0XRb6eZE4dBIJdqwf1Mixu","Juss, MixSingh","Suniyan Suniyan","Mix It Up Studio",3,98,61,"1807844"
92,"spotify:track:7aE1lfskJLMHQnzCCP1zsV","Akhil Sachdeva, Mansheel Gujral","Humsafar (From ""Badrinath Ki Dulhania"")","T-Series",44,109,78,"1797174"
93,"spotify:track:0YQJoDL6f46J0n1rOVkpxJ","Karan Aujla, Ikky","Softly","WM Canada",4,72,100,"1788475"
94,"spotify:track:5Ggb9pKiKcr5vNV9v1e1vs","Varun Jain, Shilpa Rao, Sachin-Jigar, Amitabh Bhattacharya","Tumhare Hi Rahenge Hum","Saregama India Ltd",8,96,48,"1781897"
95,"spotify:track:3ygfdwvBJ2Y5XhJiiHFFZE","Sachet Tandon, Shellee","Maiyya Mainu","Zee Music Company",5,85,141,"1779376"
96,"spotify:track:4bD9z9qa4qg9BhryvYWB7c","Pritam, Tochi Raina, Rekha Bhardwaj","Kabira","T-Series",31,83,305,"1770770"
97,"spotify:track:1wnozUBSe7OMpmZiTPJC5j","A.R. Rahman, Javed Ali, KIRTI SAGATHIA, Pooja AV","Tum Tak (From ""Raanjhanaa"")","Sony Music Entertainment India Pvt. Ltd.",97,99,39,"1769955"
98,"spotify:track:6fScgF2Y63ScU73nYju0ny","Atif Aslam, Arko","O Saathi","T-Series",28,94,155,"1763571"
99,"spotify:track:1UWacd8x8tPPwmrPB1MoBI","Pritam, Arijit Singh","Ae Dil Hai Mushkil Title Track","Sony Music Entertainment India Pvt. Ltd.",79,92,285,"1760723"
100,"spotify:track:6bmmHeCvZI92pRiTHxEdTC","Pritam, Arijit Singh, Irshad Kamil","O Maahi","T-Series",4,87,83,"1759624"
101,"spotify:track:1r6GbBLdtUK1Vl1IHT14wP","Mohammad Faiz, Jaani","Dekhha Tenu (From ""Mr. And Mrs. Mahi"")","Sony Music Entertainment India Pvt. Ltd.",2,104,61,"1749963"
102,"spotify:track:1CVqr5LImdmJ1Upt4z08Pm","Pritam, Shafqat Amanat Ali","Tu Hi Mera","Sony Music Entertainment India Pvt. Ltd.",102,113,5,"1747795"
103,"spotify:track:4UMIv5jd9gK98a39BQRD9X","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya","Sony Music Entertainment India Pvt. Ltd.",1,115,157,"1745191"
104,"spotify:track:5fBghXeYCGIEVuExKytoJ9","Shubh","Fell For You","SHUBH",19,84,25,"1740680"
105,"spotify:track:0l6g8Z8mqGbGXFOjigYetD","Pritam, Arijit Singh","Hawayein","Sony Music Entertainment India Pvt. Ltd.",51,102,197,"1738387"
106,"spotify:track:4Qu8LlchmRCaPBKBArcNsA","Shankar-Ehsaan-Loy, Shafqat Amanat Ali","Tere Naina","Sony Music Entertainment India Pvt. Ltd.",89,89,27,"1724409"
107,"spotify:track:0qNMptHdkQuZsWKxZ8rmW2","Vikram Sarkar, THOUGHT","Gaadi 150","Big Wave Music",107,118,3,"1713119"
108,"spotify:track:1dFrZr9eMUsFqeag04ClqD","Dhanda Nyoliwala","Russian Bandana","Universal Music India Pvt Ltd.",6,110,42,"1711489"
109,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",12,107,207,"1711204"
110,"spotify:track:2nP1wLRh85mo5Wdj4RQldp","Amit Trivedi, Madhubanti Bagchi, Amitabh Bhattacharya","Uyi Amma - From ""Azaad""","Zee Music Company",24,108,26,"1691232"
111,"spotify:track:1PDREqVNvmphIoNac3Vz8c","Himesh Reshammiya, Ankit Tiwari, Palak Muchhal","Sanam Teri Kasam","Sony Music Entertainment India Pvt. Ltd.",1,119,24,"1687626"
112,"spotify:track:4OEBP1iwGmLtcM8UKRLm80","Arijit Singh, Antara Mitra","Itni Si Baat Hain (From ""Azhar"")","T-Series",81,111,40,"1678097"
113,"spotify:track:0nrJ7jsUFR0pDHV6NvKJje","Chinmayi, Siva Ananth","Muththa Mazhai (Reprise)","Saregama India Ltd",44,81,6,"1672865"
114,"spotify:track:3Kl8p2PxVf8eAayLwTxOIm","Pritam, KK","Dil Ibaadat","Sony Music Entertainment India Pvt. Ltd.",54,116,30,"1670456"
115,"spotify:track:6FjbAnaPRPwiP3sciEYctO","Pritam, Arijit Singh","Raabta","T-Series",41,135,144,"1669399"
116,"spotify:track:5PUXKVVVQ74C3gl5vKy9Li","Jasleen Royal, Arijit Singh, Dulquer Salmaan","Heeriye (feat. Arijit Singh)","Warner Music India",1,136,103,"1661056"
117,"spotify:track:1smFN2CLqGROu0J0UyvDfL","Pritam, Arijit Singh","Shayad","Sony Music Entertainment India Pvt. Ltd.",1,93,287,"1657874"
118,"spotify:track:1tCduDqB3J8r90FAxprLzO","Arko","Nazm Nazm","Zee Music Company",79,120,59,"1655843"
119,"spotify:track:0rk2X5TAhraBC5aCIXK2Rq","Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal","Samjhawan","Sony Music Entertainment India Pvt. Ltd.",70,127,204,"1653749"
120,"spotify:track:6GQK4G5o60E8YA18DGpAzv","Harshit Saxena","Hale Dil","T-Series",98,126,37,"1643520"
121,"spotify:track:3PWfXDaGLxwN9UJDHMEyKi","Masoom Sharma, Sheenam Katholic, Mr. Boota, Kay D, Aarohi Raghav","Teri Ramjhol Bole Gi (feat. Kay D & Aarohi Raghav)","Empire Media",18,101,18,"1640522"
122,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",48,112,140,"1639555"
123,"spotify:track:4y2sSEDG8aP4nDyXWnmPjw","Masoom Sharma, Swara Verma, Dev Chouhan, Pooja Saxena","Blender","GSC Music",19,114,28,"1619518"
124,"spotify:track:5a2Hoi1wuhCA6Ob7pbOlpW","Divya Kumar, Priya Saraiya","Sun Saathiya","Zee Music Company",121,129,28,"1612443"
125,"spotify:track:0KSOLEBixnBYIKNHF1VbzF","Atif Aslam, Hadiqa Kiani","Hona Tha Pyar","Tips Industries Ltd",54,100,20,"1605659"
126,"spotify:track:0GQngE2rOYvlKwEQjTAsP8","Pritam, Sreeram, Shilpa Rao","Subhanallah","T-Series",34,147,119,"1601956"
127,"spotify:track:0tgVpDi06FyKpA1z0VMD4v","Ed Sheeran","Perfect","Atlantic Records UK",29,117,274,"1590690"
128,"spotify:track:0MTdYgTZ25sLCO6kVnDoje","Sai Abhyankkar, Sai Smriti","Aasa Kooda - From ""Think Indie""","Think Music",3,125,56,"1586121"
129,"spotify:track:6HIkXmOqrxiDeMoWW3Cdzo","Talat Mahmood, Lata Mangeshkar","Itna Na Mujhse Tu Pyar Badha","Saregama",129,131,4,"1574719"
130,"spotify:track:4sgYmcu4FKb1ZC6qBlxMiw","Anand Bhaskar, Romy, Ginny Diwan","Vaaroon","Zee Music Company",130,148,3,"1570477"
131,"spotify:track:1YMLgvsQdE27r30q0fsLeV","Arijit Singh","Tera Fitoor","Tips Industries Ltd",61,162,103,"1570177"
132,"spotify:track:78BWCd70D1X6LMkDZm1UoF","Yo Yo Honey Singh","Millionaire","T-Series",3,128,46,"1569305"
133,"spotify:track:3HiobOOpSpMsi95WBKPBYk","Jeet Gannguli, Arijit Singh, Rashmi Virag","Hamari Adhuri Kahani (Title Track)","Sony Music Entertainment India Pvt. Ltd.",56,130,191,"1560854"
134,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,-1,214,"1545329"
135,"spotify:track:2PxZSFOv7RebkeSEwQTjr7","Mustafa Zahid","Tera Mera Rishta","Vishesh Films Pvt Ltd.",88,123,19,"1540652"
136,"spotify:track:1PALLCSlHwAI4upY3sMg8u","Aditya Rikhari, Tulsi Kumar, Lijo George-Dj Chetas","Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")","T-Series",9,141,37,"1538027"
137,"spotify:track:6y5SuF4NxGkvwpAdqcAkD3","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Ve Kamleya","Saregama India Ltd",15,153,101,"1525301"
138,"spotify:track:6rFckZb1cuJYzsZiGHgqks","Karan Aujla, Ikky","52 Bars","Rehaan Records",12,132,46,"1520897"
139,"spotify:track:1y1rQTkWmrZdJmjwuK07GC","Vishal Mishra, Manoj Muntashir","Kaise Hua (From ""Kabir Singh"")","T-Series",5,152,318,"1518101"
140,"spotify:track:6ygiy70ujkNOYXM1tQuMNe","Karan Aujla, Ikky, Preston Pablo","Admirin' You (feat. Preston Pablo)","WM Canada",24,122,102,"1510554"
141,"spotify:track:2L5fXA2pNlTXJvQTeMZn4z","Masoom Sharma, Swara Verma","Lofar","Shikaari Music",25,159,18,"1496702"
142,"spotify:track:1QZRCi2Z1DQQaR6bGAzhtN","Yo Yo Honey Singh","Love Dose","T-Series",32,157,58,"1485255"
143,"spotify:track:52itZ0w0CydihB2JCZEIft","Pritam, Mohit Chauhan, Irshad Kamil","Pee Loon","T-Series",37,143,75,"1474333"
144,"spotify:track:2eqUVYJVnlDs8PgOtuOlJm","Jind Universe","High On You","Sony Music India / Nine",144,191,2,"1465995"
145,"spotify:track:5zcfnScTSFGCHGY1yeXWke","Vishal-Shekhar, Kamal Khan","Ishq Sufiyana (Male)","T-Series",46,149,34,"1462394"
146,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""","Black Panther (TDE/DMG) PS",121,161,17,"1461297"
147,"spotify:track:6egfWbtFFhMToV2DvmEzmo","Bunny, Hunny, Sagar","Tu Hain Toh (From ""Mr. And Mrs. Mahi"")","Sony Music Entertainment India Pvt. Ltd.",8,164,56,"1455977"
148,"spotify:track:5thVzD79BxlDTYy0LfHzvu","Aparshakti Khurana, Savi Kahlon","Zaroor","Sony Music India / Nine",13,169,50,"1454593"
149,"spotify:track:5EYZZvmNAH5VZCwuzYJqoA","Jatin-Lalit, Shaan, Kailash Kher, Prasoon Joshi","Chand Sifarish","YRF Music",98,145,63,"1454137"
150,"spotify:track:1ccZZf0IQi5y0bHMl2aGDF","Sanam","Gulabi Aankhen","Universal Music India Pvt Ltd.",103,106,41,"1453782"
151,"spotify:track:1feANd8EfcDP5UqSvbheM3","Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")","T-Series",1,146,275,"1451882"
152,"spotify:track:0gPgdRfB4jdGrlyXS0Vx78","Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan","Khuda Jaane","YRF Music",29,154,145,"1443673"
153,"spotify:track:7KQdgW7QzNd9oPoCzjCU76","Shubh","Bandana","Shubh",8,138,68,"1440638"
154,"spotify:track:7ipocikxlJX318tXE4S5nE","Dhanda Nyoliwala, Xvir Grewal","Ishq Bawla | Coke Studio Bharat","Universal Music India Pvt Ltd.",133,133,2,"1435984"
155,"spotify:track:3uUAbrwsttRpv2kfAvAUN9","Aditya Rikhari","Teri Yaad","Universal Music India Pvt Ltd.",134,134,2,"1433501"
156,"spotify:track:79hQvdTHNBkq2fp2ZrM8b2","Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole","Pal","Sony Music Entertainment India Pvt. Ltd.",34,-1,324,"1430535"
157,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",4,-1,197,"1426362"
158,"spotify:track:4WSfFnizOJOxTSGSD4ljP7","Ajay Bhagta, Manisha Sharma, Kb Dhull, Pranjal Dahiya","Jaat Intro (feat. Pranjal Dahiya)","Sky Digital",67,103,7,"1424426"
159,"spotify:track:4rSmmC6OYmjVOYxr8ruVWN","Pritam, Nikhil D'Souza","Mere Bina","Sony Music Entertainment India Pvt. Ltd.",140,140,3,"1419000"
160,"spotify:track:7Imk0IG6S5GA5iYWkjmMW5","Palak Muchhal, Arijit Singh","Chahun Main Ya Naa (From ""Aashiqui 2"")","T-Series",103,156,92,"1417874"
